Reading datasets/n060w8/Sc-n060w8.txt
Reading datasets/n060w8/WD-n060w8-6.txt
Demand created
Reading datasets/n060w8/WD-n060w8-2.txt
Demand created
Reading datasets/n060w8/WD-n060w8-9.txt
Demand created
Reading datasets/n060w8/WD-n060w8-9.txt
Demand created
Reading datasets/n060w8/WD-n060w8-0.txt
Demand created
Reading datasets/n060w8/WD-n060w8-8.txt
Demand created
Reading datasets/n060w8/WD-n060w8-1.txt
Demand created
Reading datasets/n060w8/WD-n060w8-3.txt
Demand created
Reading datasets/n060w8/H0-n060w8-0.txt
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
##########################################################
TM: Starting phase 0
##########################################################
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        -          -            -          - |          -     -     - 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        1 110094615.07    26 /   26         60 | -9997764.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        2 110085572.97    47 /   61        360 | -9998044.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        3 100081505.48    63 /   89        660 | -9997889.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        4 90078792.31    98 /  123        960 | -9997211.69    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        5 90070553.94   166 /  166       1260 | -9997623.60    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        6 90067389.67   175 /  183       1560 | -9998043.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        7 80065346.32   199 /  221       1860 | -9999302.57    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        8 80062311.18   217 /  243       2160 | -9998182.05    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        9 70061864.26   246 /  276       2460 | -9996714.59    15   300  
