# Launching Optimal Roster...
Reading datasets/n100w8/Sc-n100w8.txt
Reading datasets/n100w8/WD-n100w8-0.txt
Demand created
Reading datasets/n100w8/WD-n100w8-1.txt
Demand created
Reading datasets/n100w8/WD-n100w8-7.txt
Demand created
Reading datasets/n100w8/WD-n100w8-8.txt
Demand created
Reading datasets/n100w8/WD-n100w8-9.txt
Demand created
Reading datasets/n100w8/WD-n100w8-1.txt
Demand created
Reading datasets/n100w8/WD-n100w8-5.txt
Demand created
Reading datasets/n100w8/WD-n100w8-4.txt
Demand created
Reading datasets/n100w8/H0-n100w8-0.txt
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
##########################################################
TM: Starting phase 0
##########################################################
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        -          -            -          - |          -     -     - 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        1 120160725.86    37 /   37        100 | -9996350.61    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        2 110156753.46    56 /   65        400 | -9994571.25    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        3 110150053.52    84 /   92        700 | -9997504.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        4 110143157.72   104 /  123       1000 | -9997930.42    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        5 110135822.87   136 /  155       1300 | -9996462.87    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        6 100133807.33   165 /  185       1600 | -9996443.62    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        7 90132035.89   191 /  213       1900 | -9996418.07    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        8 80130653.80   223 /  241       2200 | -9997302.01    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        9 70131544.42   242 /  270       2500 | -9994989.45    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       10 60133597.13   263 /  293       2800 | -9998455.82    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       11 60130505.56   269 /  310       3100 | -9998731.49    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       12 45132914.62   288 /  346       3400 | -4997350.14    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       13 40133828.01   302 /  366       3700 |   -2170.83    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       14 40123007.94   331 /  408       4000 | -9993991.19    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       15 30128616.67   310 /  410       4300 | -9994893.02    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       16 20131958.88   302 /  420       4600 | -4999089.16    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       17 20124567.91   365 /  485       4900 | -9998136.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       18 20121346.08   374 /  505       5200 | -9998379.39    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       19 20113887.81   371 /  526       5500 |   -2315.81    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       20 20105268.34   390 /  565       5800 |    -945.41    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       21 20099031.72   403 /  591       6100 |   -2825.58    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       22 20096061.66   420 /  615       6400 |   -2213.37    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       23 20090395.06   447 /  652       6700 | -9998320.60    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       24 20087207.17   421 /  648       7000 | -9998919.40    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       25 10086000.59   490 /  700       7300 |    -810.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       26 10080812.86   499 /  730       7600 |   -1006.37    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       27 10076382.04   489 /  744       7900 |   -2068.08    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       28 10072476.47   520 /  771       8200 |   -2162.83    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       29 10068091.37   542 /  805       8500 |   -1262.11    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       30 10063702.69   575 /  824       8800 | -9996921.22    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       31   67378.81   624 /  865       9100 |   -2210.61    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       32   63831.80   592 /  857       9400 |    -678.41    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       33   58711.30   599 /  878       9700 |    -399.46    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       34   55886.34   605 /  891      10000 |   -1375.27    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       35   52794.78   586 /  889      10300 |    -966.42    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       36   49560.20   614 /  918      10600 |    -887.50    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       37   45611.41   657 /  956      10900 |   -1078.61    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       38   42420.27   677 /  977      11200 |    -402.80    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       39   39873.35   715 /  998      11500 |    -328.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       40   38204.58   760 / 1032      11800 |    -428.47    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       41   36583.16   804 / 1063      12100 |    -492.84    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       42   32832.36   735 / 1051      12400 |    -566.23    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       43   31159.42   791 / 1082      12700 |    -484.56    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       44   28549.78   774 / 1084      13000 |    -523.50    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       45   26586.11   743 / 1074      13300 |    -344.65    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       46   24636.52   751 / 1084      13600 |    -299.38    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       47   23721.19   780 / 1101      13900 |    -337.88    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       48   22529.01   826 / 1144      14200 |    -446.79    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       49   20820.80   867 / 1171      14500 |    -380.20    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       50   18806.86   859 / 1165      14800 |    -417.71    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       51   17283.66   923 / 1206      15100 |    -279.38    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       52   16448.74   961 / 1240      15400 |    -298.10    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       53   15427.47   994 / 1267      15700 |    -158.79    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       54   14865.30  1024 / 1275      16000 |    -258.40    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       55   13389.20  1040 / 1295      16300 |    -286.34    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       56   12472.84  1070 / 1319      16600 |    -247.17    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       57   11593.58  1119 / 1352      16900 |    -309.82    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       58   10935.43  1150 / 1377      17200 |    -145.03    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       59   10526.51  1225 / 1421      17500 |    -198.18    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       60   10110.01  1213 / 1415      17800 |    -188.74    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       61    9813.29  1248 / 1440      18100 |    -238.23    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    9133.44  1273 / 1464      18400 |    -270.97    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    8552.38  1269 / 1469      18700 |    -191.81    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    7783.81  1329 / 1513      19000 |    -171.07    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    7442.57  1386 / 1557      19300 |    -113.18    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    6931.79  1418 / 1580      19600 |    -115.88    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    6732.93  1461 / 1616      19900 |    -268.55    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    6217.15  1508 / 1647      20200 |    -133.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    5863.07  1537 / 1661      20500 |    -112.31    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    5622.81  1572 / 1695      20800 |    -159.54    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    5246.88  1553 / 1689      21100 |     -86.30    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    5043.73  1601 / 1713      21400 |     -87.04    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    4814.64  1668 / 1757      21700 |     -97.19    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    4626.22  1677 / 1780      22000 |    -123.15    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       75    4334.06  1644 / 1755      22300 |     -85.92    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       76    4071.80  1709 / 1798      22600 |    -124.74    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       77    3922.08  1657 / 1754      22900 |     -97.64    15   292  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       78    3646.47  1653 / 1751      23192 |     -53.53    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       79    3532.96  1693 / 1798      23492 |     -60.80    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       80    3420.08  1754 / 1839      23792 |     -82.80    15   294  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       81    3285.09  1723 / 1813      24086 |     -62.13    15   300  
