Reading datasets/n100w8/Sc-n100w8.txt
Reading datasets/n100w8/WD-n100w8-0.txt
Demand created
Reading datasets/n100w8/WD-n100w8-1.txt
Demand created
Reading datasets/n100w8/WD-n100w8-7.txt
Demand created
Reading datasets/n100w8/WD-n100w8-8.txt
Demand created
Reading datasets/n100w8/WD-n100w8-9.txt
Demand created
Reading datasets/n100w8/WD-n100w8-1.txt
Demand created
Reading datasets/n100w8/WD-n100w8-5.txt
Demand created
Reading datasets/n100w8/WD-n100w8-4.txt
Demand created
Reading datasets/n100w8/H0-n100w8-0.txt
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
BCP_parameters::read_from_stream   Scanning parameter stream.
##########################################################
TM: Starting phase 0
##########################################################
BCP:          Node   Lvl |     BestUB     RootLB     BestLB |      #It        Obj        #Frac    #Active |      ObjSP   #SP  #Col 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        -          -            -          - |          -     -     - 
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        1 120160725.86    37 /   37        100 | -9996350.61    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        2 110156753.46    56 /   65        400 | -9994571.25    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        3 110150053.52    84 /   92        700 | -9997504.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        4 110143157.72   104 /  123       1000 | -9997930.42    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        5 110135822.87   136 /  155       1300 | -9996462.87    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        6 100133807.33   165 /  185       1600 | -9996443.62    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        7 90132035.89   191 /  213       1900 | -9996418.07    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        8 80130653.80   223 /  241       2200 | -9997302.01    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |        9 70131544.42   242 /  270       2500 | -9994989.45    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       10 60133597.13   263 /  293       2800 | -9998455.82    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       11 60130505.56   269 /  310       3100 | -9998731.49    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       12 45132914.62   288 /  346       3400 | -4997350.14    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       13 40133828.01   302 /  366       3700 |   -2170.83    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       14 40123007.94   331 /  408       4000 | -9993991.19    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       15 30128616.67   312 /  411       4300 | -9994904.34    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       16 20131681.82   301 /  419       4600 | -4998984.16    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       17 20123985.65   342 /  476       4900 | -9997345.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       18 20120924.90   325 /  487       5200 | -9998155.97    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       19 20113164.16   352 /  525       5500 |   -2412.42    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       20 20104692.94   391 /  572       5800 |   -1069.23    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       21 20098114.85   386 /  598       6100 |   -3140.02    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       22 20094694.97   425 /  630       6400 |   -2954.33    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       23 20089304.34   440 /  652       6700 | -9997082.00    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       24 10089686.25   451 /  672       7000 | -9995646.12    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       25   94976.20   486 /  694       7300 |    -604.15    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       26   88516.36   509 /  722       7600 |    -695.48    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       27   83137.83   520 /  744       7900 |   -1340.36    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       28   79054.70   531 /  756       8200 |   -2445.27    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       29   75557.95   562 /  793       8500 |   -1178.52    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       30   71094.92   583 /  824       8800 | -4996572.37    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       31   68211.43   620 /  853       9100 |   -2407.50    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       32   64530.48   657 /  883       9400 |    -615.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       33   61180.31   668 /  911       9700 |    -525.87    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       34   58106.27   649 /  913      10000 |    -975.20    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       35   54431.31   690 /  941      10300 |   -1064.57    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       36   51013.38   686 /  950      10600 |    -918.91    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       37   46719.41   670 /  965      10900 |   -1012.06    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       38   42742.58   665 /  977      11200 |    -392.81    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       39   40291.56   673 /  994      11500 |    -431.28    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       40   38247.59   721 / 1027      11800 |    -235.83    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       41   37050.85   778 / 1064      12100 |   -1019.26    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       42   33794.37   734 / 1057      12400 |    -423.24    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       43   31320.22   793 / 1092      12700 |    -424.37    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       44   28954.04   834 / 1126      13000 |    -714.90    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       45   26633.35   837 / 1132      13300 |    -317.59    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       46   24836.37   851 / 1147      13600 |    -232.82    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       47   23903.24   900 / 1180      13900 |    -393.14    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       48   22454.85   795 / 1117      14200 |    -456.08    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       49   20992.51   863 / 1156      14500 |    -329.94    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       50   19556.06   904 / 1177      14800 |    -473.58    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       51   17588.11   912 / 1191      15100 |    -329.29    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       52   16458.06   940 / 1219      15400 |    -216.55    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       53   15873.61   967 / 1242      15700 |    -226.77    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       54   15298.81  1016 / 1283      16000 |    -418.12    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       55   14546.06  1068 / 1304      16300 |    -391.66    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       56   13484.32  1107 / 1338      16600 |    -220.23    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       57   12492.90  1136 / 1356      16900 |    -415.25    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       58   11501.25  1173 / 1390      17200 |    -311.79    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       59   10998.22  1228 / 1422      17500 |    -264.43    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       60   10433.61  1234 / 1428      17800 |    -142.24    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       61   10119.12  1311 / 1489      18100 |    -278.38    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       62    9440.46  1317 / 1501      18400 |    -161.04    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       63    8927.55  1343 / 1519      18700 |    -174.32    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       64    8276.75  1409 / 1560      19000 |    -253.13    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       65    7698.42  1441 / 1586      19300 |    -139.51    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       66    7317.25  1431 / 1571      19600 |    -170.46    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       67    7123.75  1517 / 1639      19900 |    -203.62    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       68    6710.60  1535 / 1655      20200 |    -150.46    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       69    6319.14  1496 / 1638      20500 |    -160.17    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       70    5943.27  1576 / 1681      20800 |    -334.52    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       71    5355.50  1608 / 1709      21100 |    -103.78    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       72    5033.56  1613 / 1717      21400 |     -81.41    15   290  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       73    4938.91  1607 / 1711      21690 |     -92.80    15   294  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       74    4741.35  1638 / 1737      21984 |    -155.93    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       75    4374.74  1619 / 1716      22284 |     -76.48    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       76    4136.48  1647 / 1747      22584 |    -145.68    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       77    3950.41  1681 / 1777      22884 |    -160.24    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       78    3713.59  1679 / 1777      23184 |     -89.52    15   300  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       79    3550.29  1650 / 1760      23484 |     -67.72    15   285  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       80    3424.64  1621 / 1745      23769 |     -39.50    15   296  
BCP:     0 /     0     0 |    9999999 9999999.00 9999999.00 |       81    3361.79  1600 / 1732      24065 |     -75.83    15   300  
